product_id,quantity
W0064.R3.DIW.01,3
W0070.R3.DIW.01,3
W0071.R3.DIW.01,3
W0072.R3.DIW.01,3
W0083.R3.DIW.01,3
W0088.R3.DIW.01,3
W0088.R3.DIW.04,3
W0090.R3.DIW.01,3
W0091.R3.DIW.01,3
W0096.R3.DIW.01,3
W0100.R3.DIW.01,3
W0111.R3.DIW.01,3
W0111.R3.DIW.04,3
W0111.R3.DIW.07,3
W0114.R3.DIW.01,3
W0116.R3.DIW.01,3
W0118.R3.DIW.01,3
W0133.R3.DIW.01,3
W0134.R3.DIW.01,3
W0137.R3.DIW.01,3
W0155.R3.DIW.01,3
W0155.R3.DIW.05,3
W0155.R3.DIW.06,3
W0156.R3.DIW.02,3
W0156.R3.DIW.03,3
W0157.R3.DIW.01,3
W0158.R3.DIW.01,3
W0159.R3.DIW.01,3
W0160.R3.DIW.01,3
W0163.R3.DIW.01,3
W0163.R3.DIW.03,3
